Step 500: {'loss': 2.0758, 'grad_norm': 23.83847427368164, 'learning_rate': 3.897777777777778e-05, 'epoch': 0.2222222222222222}
Step 35500: {'loss': 1.5772, 'grad_norm': 6.466349124908447, 'learning_rate': 6.845955555555555e-06, 'epoch': 1.5777777777777777}
Step 35600: {'loss': 1.5376, 'grad_norm': 6.788664817810059, 'learning_rate': 6.837066666666668e-06, 'epoch': 1.5822222222222222}
Step 35700: {'loss': 1.539, 'grad_norm': 6.737133979797363, 'learning_rate': 6.828177777777778e-06, 'epoch': 1.5866666666666667}
Step 35800: {'loss': 1.5327, 'grad_norm': 5.336559295654297, 'learning_rate': 6.8192888888888895e-06, 'epoch': 1.5911111111111111}
Step 35900: {'loss': 1.5263, 'grad_norm': 5.321359634399414, 'learning_rate': 6.8104e-06, 'epoch': 1.5955555555555554}
Step 36000: {'loss': 1.5506, 'grad_norm': 6.8283610343933105, 'learning_rate': 6.801511111111112e-06, 'epoch': 1.6}
Step 36100: {'loss': 1.5363, 'grad_norm': 7.578571796417236, 'learning_rate': 6.792622222222223e-06, 'epoch': 1.6044444444444443}
Step 36200: {'loss': 1.5503, 'grad_norm': 5.720787048339844, 'learning_rate': 6.783733333333334e-06, 'epoch': 1.608888888888889}
Step 36300: {'loss': 1.5626, 'grad_norm': 6.102880954742432, 'learning_rate': 6.774844444444445e-06, 'epoch': 1.6133333333333333}
Step 36400: {'loss': 1.5579, 'grad_norm': 5.9833903312683105, 'learning_rate': 6.765955555555555e-06, 'epoch': 1.6177777777777778}
Step 36500: {'loss': 1.5603, 'grad_norm': 7.473219394683838, 'learning_rate': 6.7570666666666675e-06, 'epoch': 1.6222222222222222}
Step 36600: {'loss': 1.5786, 'grad_norm': 6.983191013336182, 'learning_rate': 6.748177777777778e-06, 'epoch': 1.6266666666666667}
Step 36700: {'loss': 1.5514, 'grad_norm': 5.613826751708984, 'learning_rate': 6.7392888888888894e-06, 'epoch': 1.6311111111111112}
Step 36800: {'loss': 1.5458, 'grad_norm': 6.485313415527344, 'learning_rate': 6.73048888888889e-06, 'epoch': 1.6355555555555554}
Step 36900: {'loss': 1.5597, 'grad_norm': 5.577081203460693, 'learning_rate': 6.7216e-06, 'epoch': 1.6400000000000001}
Step 37000: {'loss': 1.5527, 'grad_norm': 5.367799282073975, 'learning_rate': 6.712711111111112e-06, 'epoch': 1.6444444444444444}
Step 37100: {'loss': 1.5533, 'grad_norm': 7.0143961906433105, 'learning_rate': 6.703822222222223e-06, 'epoch': 1.6488888888888888}
Step 37200: {'loss': 1.5471, 'grad_norm': 6.12742805480957, 'learning_rate': 6.694933333333334e-06, 'epoch': 1.6533333333333333}
Step 37300: {'loss': 1.5363, 'grad_norm': 5.090803623199463, 'learning_rate': 6.686044444444445e-06, 'epoch': 1.6577777777777778}
Step 37400: {'loss': 1.5372, 'grad_norm': 6.5833210945129395, 'learning_rate': 6.677155555555555e-06, 'epoch': 1.6622222222222223}
Step 37500: {'loss': 1.5782, 'grad_norm': 7.243375778198242, 'learning_rate': 6.668266666666668e-06, 'epoch': 1.6666666666666665}
Step 37600: {'loss': 1.5683, 'grad_norm': 6.436271667480469, 'learning_rate': 6.659377777777778e-06, 'epoch': 1.6711111111111112}
Step 37700: {'loss': 1.5602, 'grad_norm': 7.731805324554443, 'learning_rate': 6.6504888888888895e-06, 'epoch': 1.6755555555555555}
Step 37800: {'loss': 1.567, 'grad_norm': 6.2165069580078125, 'learning_rate': 6.6416e-06, 'epoch': 1.6800000000000002}
Step 37900: {'loss': 1.5725, 'grad_norm': 6.394110202789307, 'learning_rate': 6.632711111111112e-06, 'epoch': 1.6844444444444444}
Step 38000: {'loss': 1.541, 'grad_norm': 7.059322834014893, 'learning_rate': 6.623822222222223e-06, 'epoch': 1.6888888888888889}
Step 38100: {'loss': 1.5466, 'grad_norm': 6.320363521575928, 'learning_rate': 6.614933333333334e-06, 'epoch': 1.6933333333333334}
Step 38200: {'loss': 1.5489, 'grad_norm': 6.114841461181641, 'learning_rate': 6.606044444444445e-06, 'epoch': 1.6977777777777778}
Step 38300: {'loss': 1.5424, 'grad_norm': 4.770445346832275, 'learning_rate': 6.597155555555557e-06, 'epoch': 1.7022222222222223}
Step 38400: {'loss': 1.53, 'grad_norm': 6.0331573486328125, 'learning_rate': 6.5882666666666675e-06, 'epoch': 1.7066666666666666}
Step 38500: {'loss': 1.5647, 'grad_norm': 9.305363655090332, 'learning_rate': 6.579377777777778e-06, 'epoch': 1.7111111111111112}
Step 38600: {'loss': 1.5403, 'grad_norm': 6.168186664581299, 'learning_rate': 6.5704888888888895e-06, 'epoch': 1.7155555555555555}
Step 38700: {'loss': 1.5314, 'grad_norm': 6.841040134429932, 'learning_rate': 6.5616e-06, 'epoch': 1.72}
Step 38800: {'loss': 1.534, 'grad_norm': 7.697948932647705, 'learning_rate': 6.5528e-06, 'epoch': 1.7244444444444444}
Step 38900: {'loss': 1.5652, 'grad_norm': 6.8662109375, 'learning_rate': 6.543911111111112e-06, 'epoch': 1.728888888888889}
Step 39000: {'loss': 1.5057, 'grad_norm': 5.625552177429199, 'learning_rate': 6.535022222222223e-06, 'epoch': 1.7333333333333334}
Step 39100: {'loss': 1.5351, 'grad_norm': 6.5353684425354, 'learning_rate': 6.526222222222222e-06, 'epoch': 1.7377777777777776}
Step 39200: {'loss': 1.5665, 'grad_norm': 6.047280788421631, 'learning_rate': 6.5173333333333345e-06, 'epoch': 1.7422222222222223}
Step 39300: {'loss': 1.5289, 'grad_norm': 6.906128883361816, 'learning_rate': 6.508444444444445e-06, 'epoch': 1.7466666666666666}
Step 39400: {'loss': 1.5863, 'grad_norm': 6.388877868652344, 'learning_rate': 6.499555555555556e-06, 'epoch': 1.751111111111111}
Step 39500: {'loss': 1.5643, 'grad_norm': 5.474090099334717, 'learning_rate': 6.490666666666667e-06, 'epoch': 1.7555555555555555}
Step 39600: {'loss': 1.5356, 'grad_norm': 7.389440536499023, 'learning_rate': 6.481777777777778e-06, 'epoch': 1.76}
Step 39700: {'loss': 1.5477, 'grad_norm': 5.59758186340332, 'learning_rate': 6.47288888888889e-06, 'epoch': 1.7644444444444445}
Step 39800: {'loss': 1.5459, 'grad_norm': 6.840673923492432, 'learning_rate': 6.464e-06, 'epoch': 1.7688888888888887}
Step 39900: {'loss': 1.5159, 'grad_norm': 5.078192710876465, 'learning_rate': 6.455111111111112e-06, 'epoch': 1.7733333333333334}
Step 40000: {'loss': 1.4991, 'grad_norm': 5.31404447555542, 'learning_rate': 6.446222222222222e-06, 'epoch': 1.7777777777777777}
Step 40100: {'loss': 1.5362, 'grad_norm': 5.993261814117432, 'learning_rate': 6.4373333333333344e-06, 'epoch': 1.7822222222222224}
Step 40200: {'loss': 1.5676, 'grad_norm': 7.2932209968566895, 'learning_rate': 6.428444444444445e-06, 'epoch': 1.7866666666666666}
Step 40300: {'loss': 1.531, 'grad_norm': 5.164085865020752, 'learning_rate': 6.4195555555555555e-06, 'epoch': 1.791111111111111}
Step 40400: {'loss': 1.5738, 'grad_norm': 5.127695083618164, 'learning_rate': 6.410666666666667e-06, 'epoch': 1.7955555555555556}
Step 40500: {'loss': 1.5634, 'grad_norm': 5.7883381843566895, 'learning_rate': 6.401777777777778e-06, 'epoch': 1.8}
Step 40600: {'loss': 1.5391, 'grad_norm': 5.36130428314209, 'learning_rate': 6.39288888888889e-06, 'epoch': 1.8044444444444445}
Step 40700: {'loss': 1.5582, 'grad_norm': 5.166922569274902, 'learning_rate': 6.384e-06, 'epoch': 1.8088888888888888}
Step 40800: {'loss': 1.5899, 'grad_norm': 6.645636558532715, 'learning_rate': 6.375111111111112e-06, 'epoch': 1.8133333333333335}
Step 40900: {'loss': 1.5534, 'grad_norm': 9.616236686706543, 'learning_rate': 6.366222222222222e-06, 'epoch': 1.8177777777777777}
Step 41000: {'loss': 1.4988, 'grad_norm': 5.828885555267334, 'learning_rate': 6.357333333333334e-06, 'epoch': 1.8222222222222222}
Step 41100: {'loss': 1.5247, 'grad_norm': 6.240208148956299, 'learning_rate': 6.348444444444445e-06, 'epoch': 1.8266666666666667}
Step 41200: {'loss': 1.5112, 'grad_norm': 6.392978668212891, 'learning_rate': 6.339555555555556e-06, 'epoch': 1.8311111111111111}
Step 41300: {'loss': 1.5321, 'grad_norm': 6.465495586395264, 'learning_rate': 6.330666666666667e-06, 'epoch': 1.8355555555555556}
Step 41400: {'loss': 1.5183, 'grad_norm': 5.3829545974731445, 'learning_rate': 6.321777777777778e-06, 'epoch': 1.8399999999999999}
Step 41500: {'loss': 1.5791, 'grad_norm': 5.177002429962158, 'learning_rate': 6.31288888888889e-06, 'epoch': 1.8444444444444446}
Step 41600: {'loss': 1.5241, 'grad_norm': 7.172863006591797, 'learning_rate': 6.304e-06, 'epoch': 1.8488888888888888}
Step 41700: {'loss': 1.5401, 'grad_norm': 6.301916122436523, 'learning_rate': 6.2951111111111115e-06, 'epoch': 1.8533333333333335}
Step 41800: {'loss': 1.5521, 'grad_norm': 5.780455112457275, 'learning_rate': 6.286222222222222e-06, 'epoch': 1.8577777777777778}
Step 41900: {'loss': 1.5197, 'grad_norm': 6.262840747833252, 'learning_rate': 6.277333333333334e-06, 'epoch': 1.8622222222222222}
Step 42000: {'loss': 1.5505, 'grad_norm': 6.059311866760254, 'learning_rate': 6.268444444444445e-06, 'epoch': 1.8666666666666667}
Step 42100: {'loss': 1.5614, 'grad_norm': 10.029783248901367, 'learning_rate': 6.259555555555556e-06, 'epoch': 1.871111111111111}
Step 42200: {'loss': 1.5308, 'grad_norm': 6.964897632598877, 'learning_rate': 6.250666666666667e-06, 'epoch': 1.8755555555555556}
Step 42300: {'loss': 1.57, 'grad_norm': 6.976278305053711, 'learning_rate': 6.241777777777779e-06, 'epoch': 1.88}
Step 42400: {'loss': 1.5103, 'grad_norm': 6.4942426681518555, 'learning_rate': 6.2328888888888895e-06, 'epoch': 1.8844444444444446}
Step 42500: {'loss': 1.526, 'grad_norm': 4.971755504608154, 'learning_rate': 6.224e-06, 'epoch': 1.8888888888888888}
Step 42600: {'loss': 1.5287, 'grad_norm': 6.475659370422363, 'learning_rate': 6.2151111111111114e-06, 'epoch': 1.8933333333333333}
Step 42700: {'loss': 1.5409, 'grad_norm': 5.581170558929443, 'learning_rate': 6.206222222222222e-06, 'epoch': 1.8977777777777778}
Step 42800: {'loss': 1.5251, 'grad_norm': 6.325690269470215, 'learning_rate': 6.197333333333334e-06, 'epoch': 1.9022222222222223}
Step 42900: {'loss': 1.5531, 'grad_norm': 6.605616092681885, 'learning_rate': 6.188444444444445e-06, 'epoch': 1.9066666666666667}
Step 43000: {'loss': 1.5087, 'grad_norm': 5.894525527954102, 'learning_rate': 6.179555555555556e-06, 'epoch': 1.911111111111111}
Step 43100: {'loss': 1.5605, 'grad_norm': 4.477473735809326, 'learning_rate': 6.170755555555556e-06, 'epoch': 1.9155555555555557}
Step 43200: {'loss': 1.5423, 'grad_norm': 4.9798970222473145, 'learning_rate': 6.161866666666667e-06, 'epoch': 1.92}
Step 43300: {'loss': 1.5377, 'grad_norm': 6.738548278808594, 'learning_rate': 6.152977777777779e-06, 'epoch': 1.9244444444444444}
Step 43400: {'loss': 1.5294, 'grad_norm': 7.108492851257324, 'learning_rate': 6.14408888888889e-06, 'epoch': 1.9288888888888889}
Step 43500: {'loss': 1.5418, 'grad_norm': 5.5898542404174805, 'learning_rate': 6.1352e-06, 'epoch': 1.9333333333333333}
Step 43600: {'loss': 1.5341, 'grad_norm': 6.892210006713867, 'learning_rate': 6.1263111111111115e-06, 'epoch': 1.9377777777777778}
Step 43700: {'loss': 1.5425, 'grad_norm': 7.572237968444824, 'learning_rate': 6.117422222222222e-06, 'epoch': 1.942222222222222}
Step 43800: {'loss': 1.5406, 'grad_norm': 6.740200042724609, 'learning_rate': 6.108533333333334e-06, 'epoch': 1.9466666666666668}
Step 43900: {'loss': 1.5526, 'grad_norm': 6.465364456176758, 'learning_rate': 6.099644444444445e-06, 'epoch': 1.951111111111111}
Step 44000: {'loss': 1.5347, 'grad_norm': 5.755325794219971, 'learning_rate': 6.090755555555556e-06, 'epoch': 1.9555555555555557}
Step 44100: {'loss': 1.5057, 'grad_norm': 6.352814197540283, 'learning_rate': 6.081866666666667e-06, 'epoch': 1.96}
Step 44200: {'loss': 1.52, 'grad_norm': 4.7976837158203125, 'learning_rate': 6.072977777777779e-06, 'epoch': 1.9644444444444444}
Step 44300: {'loss': 1.5341, 'grad_norm': 6.730218410491943, 'learning_rate': 6.0640888888888895e-06, 'epoch': 1.968888888888889}
Step 44400: {'loss': 1.5395, 'grad_norm': 4.92548131942749, 'learning_rate': 6.0552e-06, 'epoch': 1.9733333333333334}
Step 44500: {'loss': 1.5253, 'grad_norm': 6.754398345947266, 'learning_rate': 6.0463111111111114e-06, 'epoch': 1.9777777777777779}
Step 44600: {'loss': 1.5546, 'grad_norm': 6.0117950439453125, 'learning_rate': 6.037422222222222e-06, 'epoch': 1.982222222222222}
Step 44700: {'loss': 1.53, 'grad_norm': 5.459531784057617, 'learning_rate': 6.028533333333334e-06, 'epoch': 1.9866666666666668}
Step 44800: {'loss': 1.5319, 'grad_norm': 5.08430814743042, 'learning_rate': 6.019644444444445e-06, 'epoch': 1.991111111111111}
Step 44900: {'loss': 1.5121, 'grad_norm': 5.2377142906188965, 'learning_rate': 6.010755555555556e-06, 'epoch': 1.9955555555555555}
Step 45000: {'loss': 1.5352, 'grad_norm': 7.757847309112549, 'learning_rate': 6.001866666666667e-06, 'epoch': 2.0}
Step 45100: {'loss': 1.5343, 'grad_norm': 4.761312961578369, 'learning_rate': 5.993066666666667e-06, 'epoch': 2.0044444444444443}
Step 45200: {'loss': 1.5171, 'grad_norm': 5.3049750328063965, 'learning_rate': 5.984177777777779e-06, 'epoch': 2.008888888888889}
Step 45300: {'loss': 1.5492, 'grad_norm': 5.489744186401367, 'learning_rate': 5.97528888888889e-06, 'epoch': 2.013333333333333}
Step 45400: {'loss': 1.5266, 'grad_norm': 5.991397857666016, 'learning_rate': 5.9664e-06, 'epoch': 2.017777777777778}
Step 45500: {'loss': 1.5515, 'grad_norm': 5.723753929138184, 'learning_rate': 5.9575111111111116e-06, 'epoch': 2.022222222222222}
Step 45600: {'loss': 1.5343, 'grad_norm': 6.430820941925049, 'learning_rate': 5.948622222222222e-06, 'epoch': 2.026666666666667}
Step 45700: {'loss': 1.5243, 'grad_norm': 6.468318462371826, 'learning_rate': 5.939733333333334e-06, 'epoch': 2.031111111111111}
Step 45800: {'loss': 1.5342, 'grad_norm': 6.821277618408203, 'learning_rate': 5.930844444444445e-06, 'epoch': 2.0355555555555553}
Step 45900: {'loss': 1.5762, 'grad_norm': 4.814772605895996, 'learning_rate': 5.921955555555556e-06, 'epoch': 2.04}
Step 46000: {'loss': 1.5057, 'grad_norm': 5.6122660636901855, 'learning_rate': 5.913066666666667e-06, 'epoch': 2.0444444444444443}
Step 46100: {'loss': 1.5297, 'grad_norm': 8.780856132507324, 'learning_rate': 5.904177777777779e-06, 'epoch': 2.048888888888889}
Step 46200: {'loss': 1.5138, 'grad_norm': 6.174585342407227, 'learning_rate': 5.8952888888888896e-06, 'epoch': 2.0533333333333332}
Step 46300: {'loss': 1.4987, 'grad_norm': 5.936131954193115, 'learning_rate': 5.886400000000001e-06, 'epoch': 2.057777777777778}
Step 46400: {'loss': 1.5033, 'grad_norm': 7.0469279289245605, 'learning_rate': 5.8775111111111115e-06, 'epoch': 2.062222222222222}
Step 46500: {'loss': 1.5009, 'grad_norm': 8.529433250427246, 'learning_rate': 5.868622222222222e-06, 'epoch': 2.066666666666667}
Step 46600: {'loss': 1.5229, 'grad_norm': 5.265646934509277, 'learning_rate': 5.859733333333334e-06, 'epoch': 2.071111111111111}
Step 46700: {'loss': 1.4916, 'grad_norm': 7.464733123779297, 'learning_rate': 5.850844444444445e-06, 'epoch': 2.0755555555555554}
Step 46800: {'loss': 1.5157, 'grad_norm': 6.116762638092041, 'learning_rate': 5.841955555555556e-06, 'epoch': 2.08}
Step 46900: {'loss': 1.5438, 'grad_norm': 6.834920883178711, 'learning_rate': 5.833066666666667e-06, 'epoch': 2.0844444444444443}
Step 47000: {'loss': 1.5595, 'grad_norm': 6.78181266784668, 'learning_rate': 5.824177777777779e-06, 'epoch': 2.088888888888889}
Step 47100: {'loss': 1.514, 'grad_norm': 5.6565351486206055, 'learning_rate': 5.815377777777778e-06, 'epoch': 2.0933333333333333}
Step 47200: {'loss': 1.5115, 'grad_norm': 5.9250383377075195, 'learning_rate': 5.80648888888889e-06, 'epoch': 2.097777777777778}
Step 47300: {'loss': 1.5066, 'grad_norm': 5.671351432800293, 'learning_rate': 5.797600000000001e-06, 'epoch': 2.102222222222222}
Step 47400: {'loss': 1.5416, 'grad_norm': 5.357291221618652, 'learning_rate': 5.788711111111112e-06, 'epoch': 2.1066666666666665}
Step 47500: {'loss': 1.5185, 'grad_norm': 6.848896026611328, 'learning_rate': 5.779822222222222e-06, 'epoch': 2.111111111111111}
Step 47600: {'loss': 1.4997, 'grad_norm': 6.10288143157959, 'learning_rate': 5.770933333333334e-06, 'epoch': 2.1155555555555554}
Step 47700: {'loss': 1.5188, 'grad_norm': 7.043394088745117, 'learning_rate': 5.762044444444445e-06, 'epoch': 2.12}
Step 47800: {'loss': 1.4818, 'grad_norm': 6.95942497253418, 'learning_rate': 5.753155555555556e-06, 'epoch': 2.1244444444444444}
Step 47900: {'loss': 1.5059, 'grad_norm': 5.96002197265625, 'learning_rate': 5.744266666666667e-06, 'epoch': 2.128888888888889}
Step 48000: {'loss': 1.5021, 'grad_norm': 6.679205417633057, 'learning_rate': 5.735377777777778e-06, 'epoch': 2.1333333333333333}
Step 48100: {'loss': 1.4924, 'grad_norm': 4.740731716156006, 'learning_rate': 5.7264888888888896e-06, 'epoch': 2.137777777777778}
Step 48200: {'loss': 1.4968, 'grad_norm': 6.495748996734619, 'learning_rate': 5.717600000000001e-06, 'epoch': 2.1422222222222222}
Step 48300: {'loss': 1.5304, 'grad_norm': 5.082347393035889, 'learning_rate': 5.7087111111111115e-06, 'epoch': 2.1466666666666665}
Step 48400: {'loss': 1.4815, 'grad_norm': 5.523674488067627, 'learning_rate': 5.699822222222222e-06, 'epoch': 2.151111111111111}
Step 48500: {'loss': 1.5133, 'grad_norm': 5.963528156280518, 'learning_rate': 5.690933333333334e-06, 'epoch': 2.1555555555555554}
Step 48600: {'loss': 1.5316, 'grad_norm': 7.243768215179443, 'learning_rate': 5.682044444444445e-06, 'epoch': 2.16}
Step 48700: {'loss': 1.5137, 'grad_norm': 5.850263595581055, 'learning_rate': 5.673155555555556e-06, 'epoch': 2.1644444444444444}
Step 48800: {'loss': 1.5332, 'grad_norm': 5.14383602142334, 'learning_rate': 5.664266666666667e-06, 'epoch': 2.168888888888889}
Step 48900: {'loss': 1.5417, 'grad_norm': 7.416391849517822, 'learning_rate': 5.655377777777778e-06, 'epoch': 2.1733333333333333}
Step 49000: {'loss': 1.5467, 'grad_norm': 5.645524501800537, 'learning_rate': 5.6464888888888895e-06, 'epoch': 2.1777777777777776}
Step 49100: {'loss': 1.514, 'grad_norm': 4.871496677398682, 'learning_rate': 5.637688888888889e-06, 'epoch': 2.1822222222222223}
Step 49200: {'loss': 1.5427, 'grad_norm': 5.456282138824463, 'learning_rate': 5.628800000000001e-06, 'epoch': 2.1866666666666665}
Step 49300: {'loss': 1.5123, 'grad_norm': 4.673121452331543, 'learning_rate': 5.619911111111112e-06, 'epoch': 2.1911111111111112}
Step 49400: {'loss': 1.4587, 'grad_norm': 5.322500705718994, 'learning_rate': 5.611022222222222e-06, 'epoch': 2.1955555555555555}
Step 49500: {'loss': 1.528, 'grad_norm': 5.479060649871826, 'learning_rate': 5.6021333333333335e-06, 'epoch': 2.2}
Step 49600: {'loss': 1.5057, 'grad_norm': 6.097711563110352, 'learning_rate': 5.593244444444444e-06, 'epoch': 2.2044444444444444}
Step 49700: {'loss': 1.5048, 'grad_norm': 5.178313732147217, 'learning_rate': 5.584355555555556e-06, 'epoch': 2.2088888888888887}
Step 49800: {'loss': 1.5508, 'grad_norm': 8.11757755279541, 'learning_rate': 5.575466666666667e-06, 'epoch': 2.2133333333333334}
Step 49900: {'loss': 1.5295, 'grad_norm': 5.741850852966309, 'learning_rate': 5.566577777777778e-06, 'epoch': 2.2177777777777776}
Step 50000: {'loss': 1.5598, 'grad_norm': 6.379236221313477, 'learning_rate': 5.557688888888889e-06, 'epoch': 2.2222222222222223}
Step 50100: {'loss': 1.4851, 'grad_norm': 6.768738269805908, 'learning_rate': 5.548800000000001e-06, 'epoch': 2.2266666666666666}
Step 50200: {'loss': 1.5191, 'grad_norm': 6.8568115234375, 'learning_rate': 5.5399111111111115e-06, 'epoch': 2.2311111111111113}
Step 50300: {'loss': 1.5595, 'grad_norm': 5.235949516296387, 'learning_rate': 5.531022222222223e-06, 'epoch': 2.2355555555555555}
Step 50400: {'loss': 1.5137, 'grad_norm': 4.760732173919678, 'learning_rate': 5.5221333333333334e-06, 'epoch': 2.24}
Step 50500: {'loss': 1.5049, 'grad_norm': 6.6893229484558105, 'learning_rate': 5.513244444444444e-06, 'epoch': 2.2444444444444445}
Step 50600: {'loss': 1.5121, 'grad_norm': 6.023736953735352, 'learning_rate': 5.504355555555556e-06, 'epoch': 2.2488888888888887}
Step 50700: {'loss': 1.5034, 'grad_norm': 6.089096546173096, 'learning_rate': 5.495466666666667e-06, 'epoch': 2.2533333333333334}
Step 50800: {'loss': 1.5438, 'grad_norm': 6.3143720626831055, 'learning_rate': 5.486577777777778e-06, 'epoch': 2.2577777777777777}
Step 50900: {'loss': 1.4925, 'grad_norm': 6.149752616882324, 'learning_rate': 5.477688888888889e-06, 'epoch': 2.2622222222222224}
Step 51000: {'loss': 1.5409, 'grad_norm': 6.142329216003418, 'learning_rate': 5.468800000000001e-06, 'epoch': 2.2666666666666666}
Step 51100: {'loss': 1.4973, 'grad_norm': 5.844442844390869, 'learning_rate': 5.4599111111111114e-06, 'epoch': 2.2711111111111113}
Step 51200: {'loss': 1.4943, 'grad_norm': 7.2972822189331055, 'learning_rate': 5.451111111111112e-06, 'epoch': 2.2755555555555556}
Step 51300: {'loss': 1.4793, 'grad_norm': 5.636104106903076, 'learning_rate': 5.442222222222223e-06, 'epoch': 2.2800000000000002}
Step 51400: {'loss': 1.5239, 'grad_norm': 5.185155868530273, 'learning_rate': 5.4333333333333335e-06, 'epoch': 2.2844444444444445}
Step 51500: {'loss': 1.5058, 'grad_norm': 7.224742889404297, 'learning_rate': 5.424444444444444e-06, 'epoch': 2.2888888888888888}
Step 51600: {'loss': 1.4948, 'grad_norm': 5.577940464019775, 'learning_rate': 5.415555555555556e-06, 'epoch': 2.2933333333333334}
Step 51700: {'loss': 1.5072, 'grad_norm': 4.76424503326416, 'learning_rate': 5.406666666666667e-06, 'epoch': 2.2977777777777777}
Step 51800: {'loss': 1.4853, 'grad_norm': 6.593615531921387, 'learning_rate': 5.397777777777778e-06, 'epoch': 2.3022222222222224}
Step 51900: {'loss': 1.5063, 'grad_norm': 5.591152667999268, 'learning_rate': 5.388888888888889e-06, 'epoch': 2.3066666666666666}
Step 52000: {'loss': 1.4896, 'grad_norm': 6.849484443664551, 'learning_rate': 5.380000000000001e-06, 'epoch': 2.311111111111111}
Step 52100: {'loss': 1.5006, 'grad_norm': 8.302868843078613, 'learning_rate': 5.3711111111111115e-06, 'epoch': 2.3155555555555556}
Step 52200: {'loss': 1.4979, 'grad_norm': 6.053877830505371, 'learning_rate': 5.362222222222223e-06, 'epoch': 2.32}
Step 52300: {'loss': 1.4983, 'grad_norm': 6.882979869842529, 'learning_rate': 5.3533333333333335e-06, 'epoch': 2.3244444444444445}
Step 52400: {'loss': 1.5494, 'grad_norm': 5.813206195831299, 'learning_rate': 5.344444444444446e-06, 'epoch': 2.328888888888889}
Step 52500: {'loss': 1.5221, 'grad_norm': 5.880963325500488, 'learning_rate': 5.335555555555556e-06, 'epoch': 2.3333333333333335}
Step 52600: {'loss': 1.4977, 'grad_norm': 5.244113445281982, 'learning_rate': 5.326666666666667e-06, 'epoch': 2.3377777777777777}
Step 52700: {'loss': 1.4919, 'grad_norm': 5.471473693847656, 'learning_rate': 5.317777777777778e-06, 'epoch': 2.3422222222222224}
Step 52800: {'loss': 1.5121, 'grad_norm': 5.4229021072387695, 'learning_rate': 5.308888888888889e-06, 'epoch': 2.3466666666666667}
Step 52900: {'loss': 1.5621, 'grad_norm': 6.466554164886475, 'learning_rate': 5.300000000000001e-06, 'epoch': 2.351111111111111}
Step 53000: {'loss': 1.4929, 'grad_norm': 5.774801254272461, 'learning_rate': 5.2911111111111115e-06, 'epoch': 2.3555555555555556}
Step 53100: {'loss': 1.514, 'grad_norm': 5.282663822174072, 'learning_rate': 5.282222222222223e-06, 'epoch': 2.36}
Step 53200: {'loss': 1.5295, 'grad_norm': 7.818274021148682, 'learning_rate': 5.273422222222223e-06, 'epoch': 2.3644444444444446}
Step 53300: {'loss': 1.49, 'grad_norm': 5.880062580108643, 'learning_rate': 5.2645333333333336e-06, 'epoch': 2.368888888888889}
Step 53400: {'loss': 1.4812, 'grad_norm': 6.674001216888428, 'learning_rate': 5.255644444444444e-06, 'epoch': 2.3733333333333335}
Step 53500: {'loss': 1.5146, 'grad_norm': 8.164111137390137, 'learning_rate': 5.246755555555556e-06, 'epoch': 2.3777777777777778}
Step 53600: {'loss': 1.5362, 'grad_norm': 7.0122270584106445, 'learning_rate': 5.237866666666667e-06, 'epoch': 2.3822222222222225}
Step 53700: {'loss': 1.5023, 'grad_norm': 5.460092544555664, 'learning_rate': 5.228977777777778e-06, 'epoch': 2.3866666666666667}
Step 53800: {'loss': 1.4976, 'grad_norm': 5.112514019012451, 'learning_rate': 5.220088888888889e-06, 'epoch': 2.391111111111111}
Step 53900: {'loss': 1.4961, 'grad_norm': 5.488147258758545, 'learning_rate': 5.211200000000001e-06, 'epoch': 2.3955555555555557}
Step 54000: {'loss': 1.4827, 'grad_norm': 5.504265785217285, 'learning_rate': 5.2023111111111116e-06, 'epoch': 2.4}
Step 54100: {'loss': 1.4632, 'grad_norm': 6.506826400756836, 'learning_rate': 5.193422222222223e-06, 'epoch': 2.4044444444444446}
Step 54200: {'loss': 1.514, 'grad_norm': 5.887313365936279, 'learning_rate': 5.1845333333333335e-06, 'epoch': 2.408888888888889}
Step 54300: {'loss': 1.5146, 'grad_norm': 5.640110492706299, 'learning_rate': 5.175644444444446e-06, 'epoch': 2.413333333333333}
Step 54400: {'loss': 1.5027, 'grad_norm': 6.710358619689941, 'learning_rate': 5.166755555555556e-06, 'epoch': 2.417777777777778}
Step 54500: {'loss': 1.4981, 'grad_norm': 6.882486820220947, 'learning_rate': 5.157866666666667e-06, 'epoch': 2.422222222222222}
Step 54600: {'loss': 1.5212, 'grad_norm': 6.703976154327393, 'learning_rate': 5.148977777777778e-06, 'epoch': 2.4266666666666667}
Step 54700: {'loss': 1.5314, 'grad_norm': 5.121593952178955, 'learning_rate': 5.140088888888889e-06, 'epoch': 2.431111111111111}
Step 54800: {'loss': 1.5265, 'grad_norm': 5.737277507781982, 'learning_rate': 5.131200000000001e-06, 'epoch': 2.4355555555555557}
Step 54900: {'loss': 1.5073, 'grad_norm': 5.255755424499512, 'learning_rate': 5.1223111111111115e-06, 'epoch': 2.44}
Step 55000: {'loss': 1.4575, 'grad_norm': 5.641067981719971, 'learning_rate': 5.113422222222223e-06, 'epoch': 2.4444444444444446}
Step 55100: {'loss': 1.5082, 'grad_norm': 6.184950351715088, 'learning_rate': 5.104533333333333e-06, 'epoch': 2.448888888888889}
Step 55200: {'loss': 1.5263, 'grad_norm': 5.064931392669678, 'learning_rate': 5.095733333333334e-06, 'epoch': 2.453333333333333}
